Date,Facebook Ad Campaign,Facebook Ad Views,Facebook Ad Clicks,Facebook Ad Conversions,Facebook Cost Per Ad,Facebook Click-Through Rate (Clicks / View),Facebook Conversion Rate (Conversions / Clicks),Facebook Cost per Click (Ad Cost / Clicks),AdWords Ad Campaign,"AdWords Ad Views
",AdWords Ad Clicks,AdWords Ad Conversions,"Cost per AdWords Ad
",AdWords Click-Through Rate (Clicks / View),"AdWords Conversion Rate (Conversions / Click)
",AdWords Cost per Click (Ad Cost / Clicks)
04/07/2022,FB_Jul2022,1264,18,13,$145,1.42%,72.22%,$8.06,AW_Jul2022,5711,52,25,$68,0.91%,48.08%,$1.31
30/08/2022,FB_Aug2022,2217,52,25,$133,2.35%,48.08%,$2.56,AW_Aug2022,3798,52,23,$52,1.37%,44.23%,$1.00
05/09/2022,FB_Sep2022,3320,71,28,$132,2.14%,39.44%,$1.86,AW_Sep2022,5552,52,25,$178,0.94%,48.08%,$3.42
09/04/2023,FB_Apr2023,1588,20,8,$144,1.26%,40.00%,$7.20,AW_Apr2023,5184,52,21,$56,1.00%,40.38%,$1.08
30/06/2023,FB_Jun2023,1566,42,32,$82,2.68%,76.19%,$1.95,AW_Jun2023,3892,52,22,$140,1.34%,42.31%,$2.69
30/07/2023,FB_Jul2023,3182,35,19,$75,1.10%,54.29%,$2.14,AW_Jul2023,4266,52,23,$68,1.22%,44.23%,$1.31
02/08/2023,FB_Aug2023,2533,62,30,$205,2.45%,48.39%,$3.31,AW_Aug2023,5001,52,20,$173,1.04%,38.46%,$3.33
30/08/2023,FB_Aug2023,3132,59,36,$126,1.88%,61.02%,$2.14,AW_Aug2023,4631,52,25,$77,1.12%,48.08%,$1.48
03/11/2023,FB_Nov2023,1147,40,32,$112,3.49%,80.00%,$2.80,AW_Nov2023,3797,52,20,$51,1.37%,38.46%,$0.98
16/05/2024,FB_May2024,1967,17,12,$152,0.86%,70.59%,$8.94,AW_May2024,5505,52,25,$109,0.94%,48.08%,$2.10
13/06/2024,FB_Jun2024,1169,65,28,$165,5.56%,43.08%,$2.54,AW_Jun2024,4444,52,23,$189,1.17%,44.23%,$3.63
26/06/2024,FB_Jun2024,1872,52,25,$227,2.78%,48.08%,$4.37,AW_Jun2024,3761,52,23,$179,1.38%,44.23%,$3.44
29/06/2024,FB_Jun2024,2180,42,24,$195,1.93%,57.14%,$4.64,AW_Jun2024,4211,52,23,$154,1.23%,44.23%,$2.96
04/02/2022,FB_Feb2022,1435,38,18,$171,2.65%,47.37%,$4.50,AW_Feb2022,4864,53,20,$152,1.09%,37.74%,$2.87
06/02/2022,FB_Feb2022,1679,36,20,$68,2.14%,55.56%,$1.89,AW_Feb2022,4041,53,22,$166,1.31%,41.51%,$3.13
31/05/2022,FB_May2022,1872,73,40,$132,3.90%,54.79%,$1.81,AW_May2022,5282,53,22,$118,1.00%,41.51%,$2.23
02/07/2022,FB_Jul2022,1900,69,35,$125,3.63%,50.72%,$1.81,AW_Jul2022,5000,53,24,$182,1.06%,45.28%,$3.43
18/08/2022,FB_Aug2022,2566,65,36,$120,2.53%,55.38%,$1.85,AW_Aug2022,5173,53,21,$162,1.02%,39.62%,$3.06
27/08/2022,FB_Aug2022,2707,55,28,$149,2.03%,50.91%,$2.71,AW_Aug2022,3820,53,21,$87,1.39%,39.62%,$1.64
13/10/2022,FB_Oct2022,1898,48,26,$194,2.53%,54.17%,$4.04,AW_Oct2022,4736,53,23,$145,1.12%,43.40%,$2.74
24/10/2022,FB_Oct2022,2388,21,12,$246,0.88%,57.14%,$11.71,AW_Oct2022,4567,53,21,$169,1.16%,39.62%,$3.19
04/12/2022,FB_Dec2022,2600,39,18,$116,1.50%,46.15%,$2.97,AW_Dec2022,4185,53,23,$117,1.27%,43.40%,$2.21
15/12/2022,FB_Dec2022,2785,36,24,$179,1.29%,66.67%,$4.97,AW_Dec2022,3939,53,20,$63,1.35%,37.74%,$1.19
24/12/2022,FB_Dec2022,2053,44,26,$123,2.14%,59.09%,$2.80,AW_Dec2022,4098,53,23,$174,1.29%,43.40%,$3.28
27/12/2022,FB_Dec2022,1071,60,34,$93,5.60%,56.67%,$1.55,AW_Dec2022,5415,53,24,$99,0.98%,45.28%,$1.87
24/02/2023,FB_Feb2023,3292,55,32,$183,1.67%,58.18%,$3.33,AW_Feb2023,4901,53,22,$75,1.08%,41.51%,$1.42
25/11/2023,FB_Nov2023,1559,34,16,$134,2.18%,47.06%,$3.94,AW_Nov2023,5155,53,21,$97,1.03%,39.62%,$1.83
07/12/2023,FB_Dec2023,2026,28,14,$162,1.38%,50.00%,$5.79,AW_Dec2023,4238,53,23,$89,1.25%,43.40%,$1.68
22/01/2024,FB_Jan2024,2450,65,37,$214,2.65%,56.92%,$3.29,AW_Jan2024,5727,53,20,$172,0.93%,37.74%,$3.25
24/05/2024,FB_May2024,2537,61,31,$127,2.40%,50.82%,$2.08,AW_May2024,4652,53,25,$113,1.14%,47.17%,$2.13
30/07/2024,FB_Jul2024,1531,35,19,$195,2.29%,54.29%,$5.57,AW_Jul2024,4692,53,23,$61,1.13%,43.40%,$1.15
02/03/2022,FB_Mar2022,3145,56,30,$246,1.78%,53.57%,$4.39,AW_Mar2022,5477,54,25,$77,0.99%,46.30%,$1.43
15/03/2022,FB_Mar2022,2273,65,31,$97,2.86%,47.69%,$1.49,AW_Mar2022,5388,54,20,$137,1.00%,37.04%,$2.54
18/04/2022,FB_Apr2022,1107,56,26,$149,5.06%,46.43%,$2.66,AW_Apr2022,3841,54,23,$166,1.41%,42.59%,$3.07
04/10/2022,FB_Oct2022,1294,61,33,$95,4.71%,54.10%,$1.56,AW_Oct2022,3871,54,21,$177,1.39%,38.89%,$3.28
02/11/2022,FB_Nov2022,1934,47,25,$98,2.43%,53.19%,$2.09,AW_Nov2022,5221,54,21,$128,1.03%,38.89%,$2.37
29/11/2022,FB_Nov2022,2262,23,13,$127,1.02%,56.52%,$5.52,AW_Nov2022,5190,54,22,$57,1.04%,40.74%,$1.06
19/02/2023,FB_Feb2023,1594,53,30,$219,3.32%,56.60%,$4.13,AW_Feb2023,3909,54,22,$161,1.38%,40.74%,$2.98
06/07/2023,FB_Jul2023,1177,71,37,$68,6.03%,52.11%,$0.96,AW_Jul2023,4892,54,20,$137,1.10%,37.04%,$2.54
22/11/2023,FB_Nov2023,1142,32,14,$137,2.80%,43.75%,$4.28,AW_Nov2023,4414,54,20,$101,1.22%,37.04%,$1.87
05/01/2024,FB_Jan2024,1237,67,30,$198,5.42%,44.78%,$2.96,AW_Jan2024,4260,54,24,$69,1.27%,44.44%,$1.28
20/01/2024,FB_Jan2024,2829,37,23,$227,1.31%,62.16%,$6.14,AW_Jan2024,5462,54,23,$84,0.99%,42.59%,$1.56
28/02/2024,FB_Feb2024,2517,66,37,$141,2.62%,56.06%,$2.14,AW_Feb2024,5083,54,21,$81,1.06%,38.89%,$1.50
15/03/2024,FB_Mar2024,2037,33,20,$97,1.62%,60.61%,$2.94,AW_Mar2024,4524,54,24,$100,1.19%,44.44%,$1.85
19/04/2024,FB_Apr2024,1292,70,28,$189,5.42%,40.00%,$2.70,AW_Apr2024,4309,54,25,$92,1.25%,46.30%,$1.70
18/05/2024,FB_May2024,1633,38,11,$218,2.33%,28.95%,$5.74,AW_May2024,4878,54,23,$52,1.11%,42.59%,$0.96
21/05/2024,FB_May2024,3250,32,18,$250,0.98%,56.25%,$7.81,AW_May2024,4901,54,21,$188,1.10%,38.89%,$3.48
12/06/2024,FB_Jun2024,2448,35,20,$241,1.43%,57.14%,$6.89,AW_Jun2024,3733,54,20,$125,1.45%,37.04%,$2.31
03/07/2024,FB_Jul2024,1628,17,17,$178,1.04%,100.00%,$10.47,AW_Jul2024,4342,54,25,$55,1.24%,46.30%,$1.02
03/08/2024,FB_Aug2024,2274,28,18,$246,1.23%,64.29%,$8.79,AW_Aug2024,3997,54,23,$131,1.35%,42.59%,$2.43
13/08/2024,FB_Aug2024,1854,31,18,$134,1.67%,58.06%,$4.32,AW_Aug2024,4076,54,25,$110,1.32%,46.30%,$2.04
05/01/2022,FB_Jan2022,2257,56,26,$153,2.48%,46.43%,$2.73,AW_Jan2022,4005,55,20,$81,1.37%,36.36%,$1.47
10/01/2022,FB_Jan2022,2527,33,12,$66,1.31%,36.36%,$2.00,AW_Jan2022,5413,55,9,$74,1.02%,16.36%,$1.35
06/08/2022,FB_Aug2022,2299,34,14,$84,1.48%,41.18%,$2.47,AW_Aug2022,5253,55,9,$146,1.05%,16.36%,$2.65
19/10/2022,FB_Oct2022,1148,52,25,$227,4.53%,48.08%,$4.37,AW_Oct2022,4288,55,9,$170,1.28%,16.36%,$3.09
20/10/2022,FB_Oct2022,2412,17,9,$205,0.70%,52.94%,$12.06,AW_Oct2022,5646,55,9,$73,0.97%,16.36%,$1.33
26/11/2022,FB_Nov2022,2838,67,36,$225,2.36%,53.73%,$3.36,AW_Nov2022,5514,55,9,$87,1.00%,16.36%,$1.58
21/12/2022,FB_Dec2022,2739,15,13,$222,0.55%,86.67%,$14.80,AW_Dec2022,5664,55,9,$102,0.97%,16.36%,$1.85
31/03/2023,FB_Mar2023,2320,70,31,$102,3.02%,44.29%,$1.46,AW_Mar2023,4901,55,7,$182,1.12%,12.73%,$3.31
21/07/2023,FB_Jul2023,3080,62,34,$72,2.01%,54.84%,$1.16,AW_Jul2023,4605,55,24,$108,1.19%,43.64%,$1.96
23/08/2023,FB_Aug2023,2549,60,31,$240,2.35%,51.67%,$4.00,AW_Aug2023,5159,55,20,$88,1.07%,36.36%,$1.60
12/10/2023,FB_Oct2023,2398,56,22,$69,2.34%,39.29%,$1.23,AW_Oct2023,4485,55,22,$83,1.23%,40.00%,$1.51
24/11/2023,FB_Nov2023,2266,61,36,$149,2.69%,59.02%,$2.44,AW_Nov2023,4025,55,7,$189,1.37%,12.73%,$3.44
26/01/2024,FB_Jan2024,1387,44,32,$188,3.17%,72.73%,$4.27,AW_Jan2024,4156,55,25,$109,1.32%,45.45%,$1.98
04/02/2024,FB_Feb2024,2854,59,36,$108,2.07%,61.02%,$1.83,AW_Feb2024,3813,55,24,$153,1.44%,43.64%,$2.78
11/06/2024,FB_Jun2024,1523,57,27,$240,3.74%,47.37%,$4.21,AW_Jun2024,4809,55,9,$100,1.14%,16.36%,$1.82
07/07/2024,FB_Jul2024,2412,67,34,$191,2.78%,50.75%,$2.85,AW_Jul2024,4853,55,9,$87,1.13%,16.36%,$1.58
13/09/2024,FB_Sep2024,1108,58,34,$198,5.23%,58.62%,$3.41,AW_Sep2024,4749,55,20,$116,1.16%,36.36%,$2.11
12/02/2022,FB_Feb2022,2312,62,34,$134,2.68%,54.84%,$2.16,AW_Feb2022,5317,56,25,$108,1.05%,44.64%,$1.93
14/02/2022,FB_Feb2022,2287,59,31,$93,2.58%,52.54%,$1.58,AW_Feb2022,5567,56,25,$175,1.01%,44.64%,$3.12
27/02/2022,FB_Feb2022,1964,15,10,$133,0.76%,66.67%,$8.87,AW_Feb2022,4034,56,9,$167,1.39%,16.07%,$2.98
23/03/2022,FB_Mar2022,2098,20,17,$132,0.95%,85.00%,$6.60,AW_Mar2022,5313,56,24,$85,1.05%,42.86%,$1.52
10/05/2022,FB_May2022,1901,34,20,$150,1.79%,58.82%,$4.41,AW_May2022,5621,56,24,$51,1.00%,42.86%,$0.91
27/06/2022,FB_Jun2022,1888,55,25,$153,2.91%,45.45%,$2.78,AW_Jun2022,4626,56,20,$104,1.21%,35.71%,$1.86
10/09/2022,FB_Sep2022,2503,15,7,$162,0.60%,46.67%,$10.80,AW_Sep2022,5610,56,9,$50,1.00%,16.07%,$0.89
15/09/2022,FB_Sep2022,2118,42,28,$193,1.98%,66.67%,$4.60,AW_Sep2022,4193,56,20,$66,1.34%,35.71%,$1.18
09/12/2022,FB_Dec2022,3267,66,34,$156,2.02%,51.52%,$2.36,AW_Dec2022,5055,56,9,$163,1.11%,16.07%,$2.91
29/12/2022,FB_Dec2022,1829,20,7,$102,1.09%,35.00%,$5.10,AW_Dec2022,4450,56,9,$136,1.26%,16.07%,$2.43
02/02/2023,FB_Feb2023,2874,49,30,$106,1.70%,61.22%,$2.16,AW_Feb2023,5185,56,9,$75,1.08%,16.07%,$1.34
20/02/2023,FB_Feb2023,2979,58,25,$135,1.95%,43.10%,$2.33,AW_Feb2023,3910,56,9,$140,1.43%,16.07%,$2.50
08/03/2023,FB_Mar2023,1216,38,14,$228,3.13%,36.84%,$6.00,AW_Mar2023,4497,56,22,$84,1.25%,39.29%,$1.50
20/04/2023,FB_Apr2023,1342,65,28,$77,4.84%,43.08%,$1.18,AW_Apr2023,4230,56,9,$188,1.32%,16.07%,$3.36
16/05/2023,FB_May2023,1740,17,13,$177,0.98%,76.47%,$10.41,AW_May2023,4815,56,24,$93,1.16%,42.86%,$1.66
16/09/2023,FB_Sep2023,2446,47,30,$169,1.92%,63.83%,$3.60,AW_Sep2023,4531,56,9,$122,1.24%,16.07%,$2.18
26/12/2023,FB_Dec2023,1839,56,23,$65,3.05%,41.07%,$1.16,AW_Dec2023,4160,56,24,$125,1.35%,42.86%,$2.23
04/04/2024,FB_Apr2024,1703,19,14,$123,1.12%,73.68%,$6.47,AW_Apr2024,5318,56,22,$149,1.05%,39.29%,$2.66
03/05/2024,FB_May2024,2086,17,5,$62,0.81%,29.41%,$3.65,AW_May2024,4587,56,20,$153,1.22%,35.71%,$2.73
09/02/2022,FB_Feb2022,1097,37,11,$231,3.37%,29.73%,$6.24,AW_Feb2022,4034,57,7,$71,1.41%,12.28%,$1.25
15/05/2022,FB_May2022,1801,49,25,$60,2.72%,51.02%,$1.22,AW_May2022,5281,57,20,$152,1.08%,35.09%,$2.67
20/05/2022,FB_May2022,1741,27,19,$62,1.55%,70.37%,$2.30,AW_May2022,3907,57,25,$168,1.46%,43.86%,$2.95
23/06/2022,FB_Jun2022,1370,28,11,$152,2.04%,39.29%,$5.43,AW_Jun2022,4933,57,21,$115,1.16%,36.84%,$2.02
14/08/2022,FB_Aug2022,2641,26,9,$245,0.98%,34.62%,$9.42,AW_Aug2022,3988,57,21,$168,1.43%,36.84%,$2.95
13/09/2022,FB_Sep2022,1334,46,27,$159,3.45%,58.70%,$3.46,AW_Sep2022,5671,57,23,$158,1.01%,40.35%,$2.77
12/11/2022,FB_Nov2022,2206,56,26,$219,2.54%,46.43%,$3.91,AW_Nov2022,4416,57,21,$79,1.29%,36.84%,$1.39
10/01/2023,FB_Jan2023,2891,51,26,$89,1.76%,50.98%,$1.75,AW_Jan2023,5103,57,25,$142,1.12%,43.86%,$2.49
27/01/2023,FB_Jan2023,1913,62,37,$196,3.24%,59.68%,$3.16,AW_Jan2023,4302,57,20,$131,1.32%,35.09%,$2.30
21/02/2023,FB_Feb2023,3068,37,18,$167,1.21%,48.65%,$4.51,AW_Feb2023,4032,57,20,$95,1.41%,35.09%,$1.67
07/05/2023,FB_May2023,2060,26,13,$147,1.26%,50.00%,$5.65,AW_May2023,5166,57,23,$144,1.10%,40.35%,$2.53
08/05/2023,FB_May2023,3257,28,14,$135,0.86%,50.00%,$4.82,AW_May2023,5366,57,22,$68,1.06%,38.60%,$1.19
19/05/2023,FB_May2023,1135,51,32,$207,4.49%,62.75%,$4.06,AW_May2023,5093,57,25,$101,1.12%,43.86%,$1.77
27/06/2023,FB_Jun2023,1437,25,13,$249,1.74%,52.00%,$9.96,AW_Jun2023,4472,57,22,$56,1.27%,38.60%,$0.98
04/07/2023,FB_Jul2023,1287,20,12,$78,1.55%,60.00%,$3.90,AW_Jul2023,5408,57,25,$194,1.05%,43.86%,$3.40
10/07/2023,FB_Jul2023,3201,72,34,$158,2.25%,47.22%,$2.19,AW_Jul2023,5655,57,21,$172,1.01%,36.84%,$3.02
01/04/2024,FB_Apr2024,3097,27,18,$133,0.87%,66.67%,$4.93,AW_Apr2024,3938,57,21,$69,1.45%,36.84%,$1.21
01/05/2024,FB_May2024,1371,39,14,$92,2.84%,35.90%,$2.36,AW_May2024,4153,57,20,$167,1.37%,35.09%,$2.93
06/08/2024,FB_Aug2024,2073,33,18,$216,1.59%,54.55%,$6.55,AW_Aug2024,4931,57,23,$172,1.16%,40.35%,$3.02
23/08/2024,FB_Aug2024,3232,62,30,$199,1.92%,48.39%,$3.21,AW_Aug2024,4828,57,20,$77,1.18%,35.09%,$1.35
29/08/2024,FB_Aug2024,1340,71,28,$231,5.30%,39.44%,$3.25,AW_Aug2024,5098,57,23,$57,1.12%,40.35%,$1.00
25/12/2021,FB_Dec2021,1194,45,26,$71,3.77%,57.78%,$1.58,AW_Dec2021,3718,58,21,$161,1.56%,36.21%,$2.78
15/04/2022,FB_Apr2022,2159,47,27,$211,2.18%,57.45%,$4.49,AW_Apr2022,5405,58,25,$147,1.07%,43.10%,$2.53
03/05/2022,FB_May2022,1215,61,33,$176,5.02%,54.10%,$2.89,AW_May2022,5326,58,22,$186,1.09%,37.93%,$3.21
04/05/2022,FB_May2022,2624,66,31,$116,2.52%,46.97%,$1.76,AW_May2022,4064,58,22,$174,1.43%,37.93%,$3.00
22/06/2022,FB_Jun2022,1145,64,28,$68,5.59%,43.75%,$1.06,AW_Jun2022,4380,58,20,$149,1.32%,34.48%,$2.57
31/07/2022,FB_Jul2022,3007,25,9,$158,0.83%,36.00%,$6.32,AW_Jul2022,5745,58,21,$171,1.01%,36.21%,$2.95
12/02/2023,FB_Feb2023,1611,21,13,$184,1.30%,61.90%,$8.76,AW_Feb2023,4719,58,23,$160,1.23%,39.66%,$2.76
03/05/2023,FB_May2023,2276,31,19,$239,1.36%,61.29%,$7.71,AW_May2023,5509,58,22,$105,1.05%,37.93%,$1.81
02/10/2023,FB_Oct2023,1852,59,30,$78,3.19%,50.85%,$1.32,AW_Oct2023,3842,58,22,$197,1.51%,37.93%,$3.40
08/12/2023,FB_Dec2023,1084,34,24,$225,3.14%,70.59%,$6.62,AW_Dec2023,5626,58,25,$188,1.03%,43.10%,$3.24
12/04/2024,FB_Apr2024,2047,60,30,$205,2.93%,50.00%,$3.42,AW_Apr2024,5368,58,22,$89,1.08%,37.93%,$1.53
10/08/2024,FB_Aug2024,2575,34,24,$175,1.32%,70.59%,$5.15,AW_Aug2024,5460,58,21,$152,1.06%,36.21%,$2.62
21/08/2024,FB_Aug2024,3081,70,35,$94,2.27%,50.00%,$1.34,AW_Aug2024,3931,58,23,$112,1.48%,39.66%,$1.93
01/02/2022,FB_Feb2022,3280,54,32,$168,1.65%,59.26%,$3.11,AW_Feb2022,3869,59,23,$117,1.52%,38.98%,$1.98
17/03/2022,FB_Mar2022,3158,67,30,$214,2.12%,44.78%,$3.19,AW_Mar2022,3918,59,24,$106,1.51%,40.68%,$1.80
11/08/2022,FB_Aug2022,2815,57,26,$237,2.02%,45.61%,$4.16,AW_Aug2022,5014,59,23,$193,1.18%,38.98%,$3.27
19/09/2022,FB_Sep2022,1096,35,12,$247,3.19%,34.29%,$7.06,AW_Sep2022,5534,59,21,$154,1.07%,35.59%,$2.61
22/09/2022,FB_Sep2022,1058,48,24,$129,4.54%,50.00%,$2.69,AW_Sep2022,4779,59,22,$61,1.23%,37.29%,$1.03
05/03/2023,FB_Mar2023,1210,19,15,$174,1.57%,78.95%,$9.16,AW_Mar2023,4672,59,22,$52,1.26%,37.29%,$0.88
26/05/2023,FB_May2023,1095,56,28,$225,5.11%,50.00%,$4.02,AW_May2023,5529,59,24,$91,1.07%,40.68%,$1.54
03/07/2023,FB_Jul2023,1452,31,13,$195,2.13%,41.94%,$6.29,AW_Jul2023,3790,59,22,$123,1.56%,37.29%,$2.08
15/07/2023,FB_Jul2023,1731,73,40,$158,4.22%,54.79%,$2.16,AW_Jul2023,4790,59,20,$167,1.23%,33.90%,$2.83
25/07/2023,FB_Jul2023,2780,49,32,$197,1.76%,65.31%,$4.02,AW_Jul2023,5184,59,22,$176,1.14%,37.29%,$2.98
02/11/2023,FB_Nov2023,1195,52,27,$177,4.35%,51.92%,$3.40,AW_Nov2023,5323,59,25,$164,1.11%,42.37%,$2.78
31/12/2023,FB_Dec2023,1484,67,31,$99,4.51%,46.27%,$1.48,AW_Dec2023,4259,59,21,$77,1.39%,35.59%,$1.31
09/03/2024,FB_Mar2024,2986,23,18,$133,0.77%,78.26%,$5.78,AW_Mar2024,5203,59,11,$120,1.13%,18.64%,$2.03
05/09/2024,FB_Sep2024,1099,55,24,$235,5.00%,43.64%,$4.27,AW_Sep2024,4834,59,15,$130,1.22%,25.42%,$2.20
07/03/2022,FB_Mar2022,1466,32,10,$195,2.18%,31.25%,$6.09,AW_Mar2022,4877,60,28,$72,1.23%,46.67%,$1.20
12/05/2022,FB_May2022,2390,73,45,$72,3.05%,61.64%,$0.99,AW_May2022,3740,60,28,$83,1.60%,46.67%,$1.38
29/05/2022,FB_May2022,2571,55,30,$137,2.14%,54.55%,$2.49,AW_May2022,5115,60,11,$100,1.17%,18.33%,$1.67
20/08/2022,FB_Aug2022,2060,27,18,$144,1.31%,66.67%,$5.33,AW_Aug2022,4343,60,11,$145,1.38%,18.33%,$2.42
28/08/2022,FB_Aug2022,3187,27,10,$76,0.85%,37.04%,$2.81,AW_Aug2022,4630,60,31,$70,1.30%,51.67%,$1.17
11/09/2022,FB_Sep2022,1689,57,26,$134,3.37%,45.61%,$2.35,AW_Sep2022,5741,60,31,$192,1.05%,51.67%,$3.20
10/10/2022,FB_Oct2022,2054,38,18,$234,1.85%,47.37%,$6.16,AW_Oct2022,4609,60,27,$107,1.30%,45.00%,$1.78
26/02/2023,FB_Feb2023,1182,40,28,$186,3.38%,70.00%,$4.65,AW_Feb2023,4652,60,28,$112,1.29%,46.67%,$1.87
22/07/2023,FB_Jul2023,1550,70,34,$214,4.52%,48.57%,$3.06,AW_Jul2023,4792,60,15,$184,1.25%,25.00%,$3.07
16/08/2023,FB_Aug2023,2445,32,18,$171,1.31%,56.25%,$5.34,AW_Aug2023,5649,60,15,$198,1.06%,25.00%,$3.30
03/09/2023,FB_Sep2023,1219,30,18,$76,2.46%,60.00%,$2.53,AW_Sep2023,4832,60,11,$150,1.24%,18.33%,$2.50
14/09/2023,FB_Sep2023,2172,56,24,$75,2.58%,42.86%,$1.34,AW_Sep2023,4551,60,15,$98,1.32%,25.00%,$1.63
14/02/2024,FB_Feb2024,1590,61,30,$117,3.84%,49.18%,$1.92,AW_Feb2024,5725,60,15,$179,1.05%,25.00%,$2.98
19/03/2024,FB_Mar2024,2011,53,30,$152,2.64%,56.60%,$2.87,AW_Mar2024,4905,60,15,$123,1.22%,25.00%,$2.05
15/04/2024,FB_Apr2024,1841,48,25,$201,2.61%,52.08%,$4.19,AW_Apr2024,5660,60,27,$160,1.06%,45.00%,$2.67
08/06/2024,FB_Jun2024,1926,16,5,$236,0.83%,31.25%,$14.75,AW_Jun2024,4073,60,15,$53,1.47%,25.00%,$0.88
22/06/2024,FB_Jun2024,2312,55,26,$114,2.38%,47.27%,$2.07,AW_Jun2024,4362,60,9,$73,1.38%,15.00%,$1.22
07/06/2022,FB_Jun2022,2746,32,10,$204,1.17%,31.25%,$6.38,AW_Jun2022,4057,61,9,$173,1.50%,14.75%,$2.84
20/11/2022,FB_Nov2022,2040,44,23,$206,2.16%,52.27%,$4.68,AW_Nov2022,4373,61,11,$127,1.39%,18.03%,$2.08
05/12/2022,FB_Dec2022,1562,18,9,$200,1.15%,50.00%,$11.11,AW_Dec2022,4002,61,9,$150,1.52%,14.75%,$2.46
02/01/2023,FB_Jan2023,1439,36,24,$72,2.50%,66.67%,$2.00,AW_Jan2023,4644,61,15,$74,1.31%,24.59%,$1.21
01/05/2023,FB_May2023,2366,15,16,$73,0.63%,106.67%,$4.87,AW_May2023,5554,61,28,$96,1.10%,45.90%,$1.57
18/06/2023,FB_Jun2023,2256,39,16,$229,1.73%,41.03%,$5.87,AW_Jun2023,3796,61,15,$198,1.61%,24.59%,$3.25
11/09/2023,FB_Sep2023,2076,15,10,$221,0.72%,66.67%,$14.73,AW_Sep2023,4741,61,9,$198,1.29%,14.75%,$3.25
07/10/2023,FB_Oct2023,1177,62,30,$215,5.27%,48.39%,$3.47,AW_Oct2023,4774,61,9,$149,1.28%,14.75%,$2.44
22/10/2023,FB_Oct2023,1146,72,35,$181,6.28%,48.61%,$2.51,AW_Oct2023,4022,61,9,$53,1.52%,14.75%,$0.87
27/11/2023,FB_Nov2023,2366,36,16,$165,1.52%,44.44%,$4.58,AW_Nov2023,4667,61,9,$133,1.31%,14.75%,$2.18
15/12/2023,FB_Dec2023,1650,50,28,$82,3.03%,56.00%,$1.64,AW_Dec2023,4222,61,15,$188,1.44%,24.59%,$3.08
30/01/2024,FB_Jan2024,2660,38,14,$184,1.43%,36.84%,$4.84,AW_Jan2024,4626,61,31,$54,1.32%,50.82%,$0.89
20/06/2024,FB_Jun2024,1666,51,32,$214,3.06%,62.75%,$4.20,AW_Jun2024,4722,61,27,$104,1.29%,44.26%,$1.70
01/09/2024,FB_Sep2024,1876,42,26,$161,2.24%,61.90%,$3.83,AW_Sep2024,5750,61,11,$57,1.06%,18.03%,$0.93
02/09/2024,FB_Sep2024,2966,67,28,$208,2.26%,41.79%,$3.10,AW_Sep2024,4544,61,11,$89,1.34%,18.03%,$1.46
25/03/2022,FB_Mar2022,2568,56,24,$136,2.18%,42.86%,$2.43,AW_Mar2022,4830,62,15,$170,1.28%,24.19%,$2.74
14/06/2022,FB_Jun2022,2400,67,31,$153,2.79%,46.27%,$2.28,AW_Jun2022,4364,62,15,$151,1.42%,24.19%,$2.44
15/06/2022,FB_Jun2022,3039,42,28,$128,1.38%,66.67%,$3.05,AW_Jun2022,4679,62,11,$87,1.33%,17.74%,$1.40
25/07/2022,FB_Jul2022,1684,59,34,$194,3.50%,57.63%,$3.29,AW_Jul2022,5374,62,15,$106,1.15%,24.19%,$1.71
05/10/2022,FB_Oct2022,1087,38,15,$97,3.50%,39.47%,$2.55,AW_Oct2022,5118,62,15,$120,1.21%,24.19%,$1.94
23/10/2022,FB_Oct2022,2845,62,30,$182,2.18%,48.39%,$2.94,AW_Oct2022,3798,62,27,$124,1.63%,43.55%,$2.00
18/04/2023,FB_Apr2023,2249,17,8,$187,0.76%,47.06%,$11.00,AW_Apr2023,5603,62,31,$168,1.11%,50.00%,$2.71
21/04/2023,FB_Apr2023,2830,58,23,$244,2.05%,39.66%,$4.21,AW_Apr2023,4999,62,15,$82,1.24%,24.19%,$1.32
01/06/2023,FB_Jun2023,2807,60,34,$164,2.14%,56.67%,$2.73,AW_Jun2023,5335,62,15,$85,1.16%,24.19%,$1.37
07/07/2023,FB_Jul2023,2091,44,24,$187,2.10%,54.55%,$4.25,AW_Jul2023,4568,62,11,$110,1.36%,17.74%,$1.77
04/03/2024,FB_Mar2024,2009,50,24,$215,2.49%,48.00%,$4.30,AW_Mar2024,5316,62,15,$132,1.17%,24.19%,$2.13
26/04/2024,FB_Apr2024,2520,54,24,$149,2.14%,44.44%,$2.76,AW_Apr2024,3962,62,27,$140,1.56%,43.55%,$2.26
09/08/2024,FB_Aug2024,2222,52,22,$130,2.34%,42.31%,$2.50,AW_Aug2024,3770,62,27,$155,1.64%,43.55%,$2.50
26/12/2021,FB_Dec2021,2479,44,32,$174,1.77%,72.73%,$3.95,AW_Dec2021,5562,63,11,$162,1.13%,17.46%,$2.57
19/04/2022,FB_Apr2022,1316,39,14,$78,2.96%,35.90%,$2.00,AW_Apr2022,5600,63,18,$82,1.13%,28.57%,$1.30
23/04/2022,FB_Apr2022,1130,48,32,$203,4.25%,66.67%,$4.23,AW_Apr2022,5714,63,16,$92,1.10%,25.40%,$1.46
21/07/2022,FB_Jul2022,3111,20,13,$115,0.64%,65.00%,$5.75,AW_Jul2022,4936,63,27,$115,1.28%,42.86%,$1.83
